"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 15 14:55:57 GMT 2023","Wed Feb 15 14:55:57 GMT 2023","117","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:18:59 GMT 2023","Wed Feb 15 15:19:19 GMT 2023","19277","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:16:25 GMT 2023","Wed Feb 15 15:16:49 GMT 2023","24058","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","5. Complete Build Your Portfolio",""
"passed","Wed Feb 15 15:47:56 GMT 2023","Wed Feb 15 15:48:38 GMT 2023","41478","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","9. Complete Risk Profile and navigate to Review",""
"passed","Wed Feb 15 15:16:13 GMT 2023","Wed Feb 15 15:16:25 GMT 2023","11932","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:13:35 GMT 2023","Wed Feb 15 15:13:49 GMT 2023","14259","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","12. Complete Bank Details",""
"failed","Wed Feb 15 15:31:23 GMT 2023","Wed Feb 15 15:33:04 GMT 2023","100405","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:28:03 GMT 2023","Wed Feb 15 15:28:18 GMT 2023","15303","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","8. Navigate to Risk Profile",""
"passed","Wed Feb 15 15:16:00 GMT 2023","Wed Feb 15 15:16:01 GMT 2023","123","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 14:56:17 GMT 2023","Wed Feb 15 14:56:32 GMT 2023","14621","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:05:02 GMT 2023","Wed Feb 15 15:05:24 GMT 2023","21517","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","5. Complete Build Your Portfolio",""
"passed","Wed Feb 15 15:06:50 GMT 2023","Wed Feb 15 15:06:59 GMT 2023","9164","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:19:34 GMT 2023","Wed Feb 15 15:20:09 GMT 2023","35223","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:23:45 GMT 2023","Wed Feb 15 15:23:52 GMT 2023","7117","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:41:03 GMT 2023","Wed Feb 15 15:41:12 GMT 2023","9112","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:26:34 GMT 2023","Wed Feb 15 15:26:51 GMT 2023","17361","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","1. Validate login credentials",""
"failed","Wed Feb 15 15:00:26 GMT 2023","Wed Feb 15 15:02:30 GMT 2023","123887","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:26:52 GMT 2023","Wed Feb 15 15:26:52 GMT 2023","119","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:24:42 GMT 2023","Wed Feb 15 15:24:58 GMT 2023","15504","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:27:15 GMT 2023","Wed Feb 15 15:27:41 GMT 2023","25450","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","5. Complete Build Your Portfolio",""
"passed","Wed Feb 15 15:12:29 GMT 2023","Wed Feb 15 15:12:38 GMT 2023","8786","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:16:49 GMT 2023","Wed Feb 15 15:17:02 GMT 2023","13605","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:09:59 GMT 2023","Wed Feb 15 15:09:59 GMT 2023","94","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:48:47 GMT 2023","Wed Feb 15 15:48:53 GMT 2023","6376","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:49:48 GMT 2023","Wed Feb 15 15:50:01 GMT 2023","13062","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:27:41 GMT 2023","Wed Feb 15 15:27:54 GMT 2023","13400","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 14:55:35 GMT 2023","Wed Feb 15 14:55:57 GMT 2023","21639","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","1. Validate login credentials",""
"passed","Wed Feb 15 15:10:48 GMT 2023","Wed Feb 15 15:11:01 GMT 2023","13351","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:07:53 GMT 2023","Wed Feb 15 15:08:09 GMT 2023","15556","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:27:02 GMT 2023","Wed Feb 15 15:27:15 GMT 2023","13076","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:17:25 GMT 2023","Wed Feb 15 15:18:07 GMT 2023","41432","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","9. Complete Risk Profile and navigate to Review",""
"passed","Wed Feb 15 15:39:32 GMT 2023","Wed Feb 15 15:39:46 GMT 2023","14591","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:26:52 GMT 2023","Wed Feb 15 15:27:02 GMT 2023","9902","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:22:37 GMT 2023","Wed Feb 15 15:22:53 GMT 2023","15266","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","8. Navigate to Risk Profile",""
"passed","Wed Feb 15 15:05:35 GMT 2023","Wed Feb 15 15:05:43 GMT 2023","7960","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:18:20 GMT 2023","Wed Feb 15 15:18:28 GMT 2023","8014","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:09:41 GMT 2023","Wed Feb 15 15:09:59 GMT 2023","18712","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","1. Validate login credentials",""
"passed","Wed Feb 15 14:57:10 GMT 2023","Wed Feb 15 14:57:20 GMT 2023","10012","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:22:29 GMT 2023","Wed Feb 15 15:22:37 GMT 2023","8016","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:07:35 GMT 2023","Wed Feb 15 15:07:53 GMT 2023","18402","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:47:18 GMT 2023","Wed Feb 15 15:47:31 GMT 2023","12868","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:21:29 GMT 2023","Wed Feb 15 15:21:29 GMT 2023","107","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:05:59 GMT 2023","Wed Feb 15 15:06:41 GMT 2023","41934","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","9. Complete Risk Profile and navigate to Review",""
"passed","Wed Feb 15 15:04:20 GMT 2023","Wed Feb 15 15:04:39 GMT 2023","18652","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","1. Validate login credentials",""
"passed","Wed Feb 15 15:21:12 GMT 2023","Wed Feb 15 15:21:29 GMT 2023","16536","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","1. Validate login credentials",""
"passed","Wed Feb 15 15:46:50 GMT 2023","Wed Feb 15 15:47:18 GMT 2023","27672","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","5. Complete Build Your Portfolio",""
"failed","Wed Feb 15 15:34:46 GMT 2023","Wed Feb 15 15:36:27 GMT 2023","100404","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:04:39 GMT 2023","Wed Feb 15 15:04:39 GMT 2023","122","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:04:49 GMT 2023","Wed Feb 15 15:05:02 GMT 2023","12908","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:24:58 GMT 2023","Wed Feb 15 15:25:32 GMT 2023","33943","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:22:53 GMT 2023","Wed Feb 15 15:23:32 GMT 2023","39211","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","9. Complete Risk Profile and navigate to Review",""
"passed","Wed Feb 15 15:46:29 GMT 2023","Wed Feb 15 15:46:36 GMT 2023","7303","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:05:24 GMT 2023","Wed Feb 15 15:05:35 GMT 2023","10621","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:46:29 GMT 2023","Wed Feb 15 15:46:29 GMT 2023","113","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 14:55:57 GMT 2023","Wed Feb 15 14:56:17 GMT 2023","20276","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:16:01 GMT 2023","Wed Feb 15 15:16:13 GMT 2023","11964","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:42:08 GMT 2023","Wed Feb 15 15:42:23 GMT 2023","15281","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","12. Complete Bank Details",""
"failed","Wed Feb 15 15:42:23 GMT 2023","Wed Feb 15 15:44:27 GMT 2023","123802","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:21:53 GMT 2023","Wed Feb 15 15:22:17 GMT 2023","24249","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","5. Complete Build Your Portfolio",""
"passed","Wed Feb 15 15:22:17 GMT 2023","Wed Feb 15 15:22:29 GMT 2023","12151","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:50:01 GMT 2023","Wed Feb 15 15:50:30 GMT 2023","29675","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:17:03 GMT 2023","Wed Feb 15 15:17:10 GMT 2023","7918","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:21:29 GMT 2023","Wed Feb 15 15:21:39 GMT 2023","10259","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:10:10 GMT 2023","Wed Feb 15 15:10:24 GMT 2023","13725","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:27:55 GMT 2023","Wed Feb 15 15:28:03 GMT 2023","8277","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:39:55 GMT 2023","Wed Feb 15 15:40:12 GMT 2023","17256","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","8. Navigate to Risk Profile",""
"passed","Wed Feb 15 15:41:47 GMT 2023","Wed Feb 15 15:42:07 GMT 2023","20395","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:00:10 GMT 2023","Wed Feb 15 15:00:26 GMT 2023","15872","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:13:49 GMT 2023","Wed Feb 15 15:14:34 GMT 2023","44904","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:38:54 GMT 2023","Wed Feb 15 15:39:07 GMT 2023","12570","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:05:43 GMT 2023","Wed Feb 15 15:05:59 GMT 2023","15384","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","8. Navigate to Risk Profile",""
"passed","Wed Feb 15 15:39:46 GMT 2023","Wed Feb 15 15:39:55 GMT 2023","8539","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:11:12 GMT 2023","Wed Feb 15 15:11:39 GMT 2023","26995","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","8. Navigate to Risk Profile",""
"passed","Wed Feb 15 15:21:39 GMT 2023","Wed Feb 15 15:21:53 GMT 2023","13351","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal6","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 14:56:32 GMT 2023","Wed Feb 15 14:56:57 GMT 2023","25033","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","5. Complete Build Your Portfolio",""
"passed","Wed Feb 15 15:08:09 GMT 2023","Wed Feb 15 15:08:39 GMT 2023","29497","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","13. Complete Final Review",""
"passed","Wed Feb 15 14:56:57 GMT 2023","Wed Feb 15 14:57:10 GMT 2023","12903","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 14:57:35 GMT 2023","Wed Feb 15 14:58:15 GMT 2023","39862","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","9. Complete Risk Profile and navigate to Review",""
"passed","Wed Feb 15 15:40:12 GMT 2023","Wed Feb 15 15:40:53 GMT 2023","40600","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","9. Complete Risk Profile and navigate to Review",""
"passed","Wed Feb 15 15:28:18 GMT 2023","Wed Feb 15 15:28:57 GMT 2023","39020","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","9. Complete Risk Profile and navigate to Review",""
"passed","Wed Feb 15 14:59:09 GMT 2023","Wed Feb 15 14:59:17 GMT 2023","8031","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:29:11 GMT 2023","Wed Feb 15 15:29:18 GMT 2023","6581","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","10. Scrape results from Review and navigate to Applicants",""
"failed","Wed Feb 15 15:33:04 GMT 2023","Wed Feb 15 15:34:46 GMT 2023","102382","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal7","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:38:27 GMT 2023","Wed Feb 15 15:38:45 GMT 2023","18122","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","1. Validate login credentials",""
"passed","Wed Feb 15 15:04:39 GMT 2023","Wed Feb 15 15:04:49 GMT 2023","10262","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:45:50 GMT 2023","Wed Feb 15 15:46:29 GMT 2023","38854","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal9","","","","1. Validate login credentials",""
"passed","Wed Feb 15 14:59:50 GMT 2023","Wed Feb 15 15:00:10 GMT 2023","19814","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:13:13 GMT 2023","Wed Feb 15 15:13:35 GMT 2023","22032","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:38:45 GMT 2023","Wed Feb 15 15:38:45 GMT 2023","174","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:04:03 GMT 2023","Wed Feb 15 15:04:08 GMT 2023","4676","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal2","","","","1. Validate login credentials2",""
"passed","Wed Feb 15 15:11:01 GMT 2023","Wed Feb 15 15:11:12 GMT 2023","10481","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:15:43 GMT 2023","Wed Feb 15 15:16:00 GMT 2023","17401","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal5","","","","1. Validate login credentials",""
"passed","Wed Feb 15 15:38:45 GMT 2023","Wed Feb 15 15:38:54 GMT 2023","8933","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal8","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 14:55:14 GMT 2023","Wed Feb 15 14:55:20 GMT 2023","6415","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal1","","","","1. Validate login credentials1",""
