"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 15 15:14:53 GMT 2023","Wed Feb 15 15:15:03 GMT 2023","10016","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:13:10 GMT 2023","Wed Feb 15 15:13:22 GMT 2023","11767","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:13:29 GMT 2023","Wed Feb 15 15:13:44 GMT 2023","15206","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","8. Navigate to Risk Profile",""
"passed","Wed Feb 15 15:12:13 GMT 2023","Wed Feb 15 15:12:31 GMT 2023","17888","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","1. Validate login credentials",""
"failed","Wed Feb 15 15:26:57 GMT 2023","Wed Feb 15 15:28:37 GMT 2023","100287","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","7. Review Review Page",""
"failed","Wed Feb 15 15:42:03 GMT 2023","Wed Feb 15 15:43:44 GMT 2023","100230","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:16:06 GMT 2023","Wed Feb 15 15:16:37 GMT 2023","30416","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","13. Complete Final Review",""
"failed","Wed Feb 15 15:25:17 GMT 2023","Wed Feb 15 15:26:57 GMT 2023","100202","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:13:22 GMT 2023","Wed Feb 15 15:13:29 GMT 2023","6713","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:12:31 GMT 2023","Wed Feb 15 15:12:39 GMT 2023","7356","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:15:52 GMT 2023","Wed Feb 15 15:16:06 GMT 2023","14605","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:12:52 GMT 2023","Wed Feb 15 15:13:10 GMT 2023","17642","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","5. Complete Build Your Portfolio",""
"passed","Wed Feb 15 15:12:39 GMT 2023","Wed Feb 15 15:12:52 GMT 2023","13309","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:12:31 GMT 2023","Wed Feb 15 15:12:31 GMT 2023","93","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:13:44 GMT 2023","Wed Feb 15 15:14:43 GMT 2023","58800","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","9. Complete Risk Profile and navigate to Review",""
