"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 15 15:16:47 GMT 2023","Wed Feb 15 15:17:01 GMT 2023","13955","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","8. Navigate to Risk Profile",""
"passed","Wed Feb 15 15:20:15 GMT 2023","Wed Feb 15 15:20:34 GMT 2023","19327","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","5. Complete Build Your Portfolio",""
"passed","Wed Feb 15 15:20:44 GMT 2023","Wed Feb 15 15:20:51 GMT 2023","6963","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","7. Review Review Page",""
"passed","Wed Feb 15 15:16:27 GMT 2023","Wed Feb 15 15:16:40 GMT 2023","12882","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:23:35 GMT 2023","Wed Feb 15 15:23:35 GMT 2023","77","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:24:48 GMT 2023","Wed Feb 15 15:25:21 GMT 2023","32811","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","9. Complete Risk Profile and navigate to Review",""
"passed","Wed Feb 15 15:20:04 GMT 2023","Wed Feb 15 15:20:15 GMT 2023","10761","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:15:59 GMT 2023","Wed Feb 15 15:16:09 GMT 2023","9395","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:24:14 GMT 2023","Wed Feb 15 15:24:26 GMT 2023","11676","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:23:41 GMT 2023","Wed Feb 15 15:23:54 GMT 2023","13310","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","4. Navigate to Build Your Portfolio Page from Investment Choice",""
"passed","Wed Feb 15 15:23:21 GMT 2023","Wed Feb 15 15:23:35 GMT 2023","13558","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","1. Validate login credentials",""
"passed","Wed Feb 15 15:20:34 GMT 2023","Wed Feb 15 15:20:44 GMT 2023","9992","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","6. Complete Ethical Overlay",""
"passed","Wed Feb 15 15:26:24 GMT 2023","Wed Feb 15 15:26:39 GMT 2023","14105","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:22:16 GMT 2023","Wed Feb 15 15:22:32 GMT 2023","16173","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:15:51 GMT 2023","Wed Feb 15 15:15:51 GMT 2023","94","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:24:33 GMT 2023","Wed Feb 15 15:24:48 GMT 2023","15052","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","8. Navigate to Risk Profile",""
"passed","Wed Feb 15 15:19:54 GMT 2023","Wed Feb 15 15:19:54 GMT 2023","86","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","2.Disclaimer Alert is present",""
"passed","Wed Feb 15 15:15:51 GMT 2023","Wed Feb 15 15:15:59 GMT 2023","8027","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:19:29 GMT 2023","Wed Feb 15 15:19:33 GMT 2023","3723","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal2","","","","1. Validate login credentials2",""
"passed","Wed Feb 15 15:18:19 GMT 2023","Wed Feb 15 15:18:36 GMT 2023","17567","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:16:09 GMT 2023","Wed Feb 15 15:16:27 GMT 2023","18624","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","5. Complete Build Your Portfolio",""
"passed","Wed Feb 15 15:21:43 GMT 2023","Wed Feb 15 15:21:48 GMT 2023","5745","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:18:36 GMT 2023","Wed Feb 15 15:18:50 GMT 2023","14247","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:15:23 GMT 2023","Wed Feb 15 15:15:30 GMT 2023","6449","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal1","","","","1. Validate login credentials1",""
"passed","Wed Feb 15 15:25:30 GMT 2023","Wed Feb 15 15:25:37 GMT 2023","6586","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","10. Scrape results from Review and navigate to Applicants",""
"passed","Wed Feb 15 15:23:35 GMT 2023","Wed Feb 15 15:23:41 GMT 2023","5659","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","3. Create new Individual investment account",""
"passed","Wed Feb 15 15:18:50 GMT 2023","Wed Feb 15 15:19:23 GMT 2023","32235","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal10","","","","13. Complete Final Review",""
"passed","Wed Feb 15 15:22:32 GMT 2023","Wed Feb 15 15:22:46 GMT 2023","13533","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","12. Complete Bank Details",""
"passed","Wed Feb 15 15:26:05 GMT 2023","Wed Feb 15 15:26:24 GMT 2023","19594","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal4","","","","11. Complete Applicants",""
"passed","Wed Feb 15 15:19:39 GMT 2023","Wed Feb 15 15:19:54 GMT 2023","15029","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","1. Validate login credentials",""
"passed","Wed Feb 15 15:21:04 GMT 2023","Wed Feb 15 15:21:36 GMT 2023","31844","","Log in to the Nucleus Wealth portal, create an individual account, and complete the onboarding portal3","","","","9. Complete Risk Profile and navigate to Review",""
